DN,AMPL_B0,COUNT_B0,MAX_VAL_B0,MEAN_B0,MEDIAN_B0,MIN_VAL_B0,MODE_B0,N_MOD_B0,STDDEV_B0,SUM_B0,VLDCNT_B0,VARCOEF_B0,VAR_B0,CONTSE_B0,DISSE_B0,ENERGSE_B0,ENTRSE_B0,HOMOGSE_B0,AMPL_B1,COUNT_B1,MAX_VAL_B1,MEAN_B1,MEDIAN_B1,MIN_VAL_B1,MODE_B1,N_MOD_B1,STDDEV_B1,SUM_B1,VLDCNT_B1,VARCOEF_B1,VAR_B1,CONTSE_B1,DISSE_B1,ENERGSE_B1,ENTRSE_B1,HOMOGSE_B1,AMPL_B2,COUNT_B2,MAX_VAL_B2,MEAN_B2,MEDIAN_B2,MIN_VAL_B2,MODE_B2,N_MOD_B2,STDDEV_B2,SUM_B2,VLDCNT_B2,VARCOEF_B2,VAR_B2,CONTSE_B2,DISSE_B2,ENERGSE_B2,ENTRSE_B2,HOMOGSE_B2,AMPL_B3,COUNT_B3,MAX_VAL_B3,MEAN_B3,MEDIAN_B3,MIN_VAL_B3,MODE_B3,N_MOD_B3,STDDEV_B3,SUM_B3,VLDCNT_B3,VARCOEF_B3,VAR_B3,CONTSE_B3,DISSE_B3,ENERGSE_B3,ENTRSE_B3,HOMOGSE_B3,AMPL_B4,COUNT_B4,MAX_VAL_B4,MEAN_B4,MEDIAN_B4,MIN_VAL_B4,MODE_B4,N_MOD_B4,STDDEV_B4,SUM_B4,VLDCNT_B4,VARCOEF_B4,VAR_B4,CONTSE_B4,DISSE_B4,ENERGSE_B4,ENTRSE_B4,HOMOGSE_B4,AMPL_B5,COUNT_B5,MAX_VAL_B5,MEAN_B5,MEDIAN_B5,MIN_VAL_B5,MODE_B5,N_MOD_B5,STDDEV_B5,SUM_B5,VLDCNT_B5,VARCOEF_B5,VAR_B5,CONTSE_B5,DISSE_B5,ENERGSE_B5,ENTRSE_B5,HOMOGSE_B5,BRATIO_B0,BRATIO_B1,BRATIO_B2,BRATIO_B3,BRATIO_B4,BRATIO_B5,P_AREA,P_PERIM,P_FRACDIM,P_PERARAT,P_COMPAC,PBOX_AREA,PBOX_PERIM,PBOX_LEN,PBOX_WIDTH,POL_ANGLE,PELLIP_FIT,PGYRATIUS,POLRADIUS,PCIRCLE,PSAHPEIDX,PDENSITY,PRECTFIT,Treino
"755",26.000000000000000,"894",163.000000000000000,151.581655480984352,152.000000000000000,137.000000000000000,152.000000000000000,"1",2.573344965445770,135514.000000000000000,"894",1.697662528674910,6.622104311185090,4112.759793052476198,19.219512195121958,0.443833913932847,2.170025763884752,2.170025763884752,29.000000000000000,"894",131.000000000000000,115.592841163310965,115.000000000000000,102.000000000000000,115.000000000000000,"2",3.253010352464651,103340.000000000000000,"894",2.814197072869555,10.582076353242194,4455.913525498891431,20.011086474501113,0.423289152558356,2.315601513597610,2.315601513597610,50.000000000000000,"894",155.000000000000000,131.654362416107375,131.000000000000000,105.000000000000000,129.000000000000000,"1",6.522267653884702,117699.000000000000000,"894",4.954083962117710,42.539975348910644,4309.351810790833042,20.014042867701409,0.342047634397380,3.135639219170870,3.135639219170870,120.000000000000000,"894",246.000000000000000,192.147651006711413,193.000000000000000,126.000000000000000,190.000000000000000,"1",13.494244555861085,171780.000000000000000,"894",7.022851689917226,182.094636133386558,3781.642276422761370,19.390983000739105,0.317297060867451,3.916450988067775,3.916450988067775,0.362259624525905,"894",0.382022470235825,0.185839817630048,0.184494912624359,0.019762845709920,0.166666671633720,"1",0.042772604102015,166.140796961262822,"894",23.015844853637528,0.001829495661668,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.304370425641537,"894",-0.081545062363148,-0.247500007642929,-0.247111096978188,-0.385915488004684,-0.245901644229889,"1",0.032065949405112,-221.265006832778454,"894",-12.955938753494271,0.001028225111251,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.256520301550232,0.195616747806138,0.222797518870086,0.325169778770451,0.000314495087860,-0.000418842084768,57216.000000000000000,1312.000000000000000,0.327684957519498,0.022930648769575,0.000095864452411,86592.000000000000000,1184.000000000000000,264.000000000000000,264.000000000000000,0.510557820352747,0.644416867385895,142.835158261110649,222.060687461494837,0.630661772926666,1.371245127285835,257.659294195967107,0.660753880266075,"6"
"1354",23.000000000000000,"76",143.000000000000000,125.013157894736835,123.500000000000000,120.000000000000000,123.000000000000000,"1",4.538702960252362,9501.000000000000000,"76",3.630580201864850,20.599824561403548,4357.972049689440610,19.618012422360252,0.731417558315684,1.315608309152449,1.315608309152449,32.000000000000000,"76",108.000000000000000,82.657894736842110,81.000000000000000,76.000000000000000,79.000000000000000,"3",6.003449300924594,6282.000000000000000,"76",7.263007750243062,36.041403508771992,4785.214285714286234,20.562111801242235,0.732234652367039,1.306757666268233,1.306757666268233,33.000000000000000,"76",90.000000000000000,64.881578947368425,62.000000000000000,57.000000000000000,62.000000000000000,"1",7.552424962024946,4931.000000000000000,"76",11.640322391277547,57.039122807017499,4963.422360248447148,20.956521739130434,0.731008668796188,1.381867839046536,1.381867839046536,108.000000000000000,"76",191.000000000000000,115.381578947368439,109.000000000000000,83.000000000000000,89.000000000000000,"4",23.791856929217424,8769.000000000000000,"76",20.620151974233369,566.052456140351183,4438.978260869565929,20.493788819875778,0.727663013283229,1.715680457333337,1.715680457333337,0.220816433429718,"76",0.373134315013885,0.272920784589491,0.274853795766830,0.152317881584167,0.319999992847443,"1",0.058998033103162,20.741979628801342,"76",21.617273741867216,0.003480767910042,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.261615708470345,"76",-0.024691358208656,-0.156173579149732,-0.159172758460045,-0.286307066679001,-0.211009174585342,"1",0.072275361556381,-11.869192015379667,"76",-46.278866085976674,0.005223727888106,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.322156550329025,0.213007835929580,0.167198605375479,0.297336153019179,0.000703311714999,-0.000402456368263,4864.000000000000000,592.000000000000000,0.375959661563985,0.121710526315789,0.001745144357157,20608.000000000000000,592.000000000000000,184.000000000000000,184.000000000000000,-1.062127693733335,0.490910839177794,58.257374545448563,113.413322486035014,0.879630752175281,2.122095538302696,42.887377720540030,0.527102005976075,"1"
"2960",50.000000000000000,"13742",177.000000000000000,158.603478387425412,159.000000000000000,127.000000000000000,157.000000000000000,"1",5.541478145788486,2179529.000000000000000,"13742",3.493919680785406,30.707980040251378,1773.637889779330635,8.457974097003310,0.486048655088614,2.343662323369892,2.343662323369892,75.000000000000000,"13742",157.000000000000000,129.442293698151644,129.000000000000000,82.000000000000000,126.000000000000000,"1",7.242871713841884,1778796.000000000232831,"13742",5.595444508061362,52.459190663170851,1896.477838125261769,8.812146302556116,0.477968817227262,2.571440902186005,2.571440902186005,140.000000000000000,"13742",208.000000000000000,154.508295735700813,154.000000000000000,68.000000000000000,149.000000000000000,"1",12.323823030841131,2123253.000000000000000,"13742",7.976156213593896,151.876614095490282,1799.769303809487610,8.819856432071104,0.468780464610390,3.046546089796313,3.046546089796313,249.000000000000000,"13742",343.000000000000000,216.460922718672691,217.000000000000000,94.000000000000000,222.000000000000000,"1",18.306093437605945,2974606.000000000000000,"13742",8.456996860074272,335.113056946359507,1534.387063694025301,8.556306734019532,0.464947446731366,3.525324703004569,3.525324703004569,0.514245472848415,"13742",0.543147206306458,0.166711043596285,0.164179101586342,0.028901733458042,0.142857149243355,"1",0.027342525276798,2290.943161100149155,"13742",16.401148170490728,0.000747613688512,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.452069807797670,"13742",-0.034482758492231,-0.250406884683860,-0.249299719929695,-0.486552566289902,-0.250000000000000,"1",0.024870001859487,-3441.091409325599670,"13742",-9.931836295509749,0.000618516992491,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.240698051015939,0.196442777478505,0.234483165359922,0.328503023699303,0.000253002164167,-0.000380019717835,879488.000000000000000,11920.000000000000000,0.342876731848073,0.013553340125164,0.000014452113982,1685056.000000000000000,5536.000000000000000,904.000000000000000,904.000000000000000,1.342582647835568,0.516088624409055,602.367756616659676,1113.748100106574157,0.774313234118719,3.177615205346138,789.665095649404179,0.521933989137453,"6"
"3338",30.000000000000000,"6804",161.000000000000000,136.245296884185763,136.000000000000000,131.000000000000000,136.000000000000000,"1",1.569947792878549,927013.000000000000000,"6804",1.152295036072380,2.464736072364227,1641.495317460317210,7.546111111111112,0.605994026697497,1.352340818896603,1.352340818896603,36.000000000000000,"6804",130.000000000000000,101.217519106407991,101.000000000000000,94.000000000000000,101.000000000000000,"1",2.296872709275807,688684.000000000000000,"6804",2.269244227238122,5.275624242615986,1772.768888888889023,7.945396825396828,0.534152149222034,1.742382451425134,1.742382451425134,67.000000000000000,"6804",132.000000000000000,74.706496178718396,74.000000000000000,65.000000000000000,74.000000000000000,"1",3.648668865156797,508303.000000000058208,"6804",4.884004807865948,13.312784487564585,1863.984206349206488,8.242777777777778,0.504484524964290,1.968912179585869,1.968912179585869,251.000000000000000,"6804",561.000000000000000,431.759994121105308,434.000000000000000,310.000000000000000,433.000000000000000,"1",26.575238199761419,2937695.000000000000000,"6804",6.155095090238324,706.243285374058587,782.149444444444725,6.614206349206344,0.445189978442936,3.992309398662499,3.992309398662499,0.310139030218124,"6804",0.766929149627686,0.704146372748956,0.708086788654327,0.456790119409561,0.714285731315613,"1",0.022039930311215,4791.011920183897018,"6804",3.130021138243223,0.000485758528123,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.221874773502350,"6804",-0.462809920310974,-0.619297397996943,-0.622222244739532,-0.684684693813324,-0.600000023841858,"1",0.019370782921548,-4213.699495971202850,"6804",-3.127864412833167,0.000375227230994,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.183121914979732,0.136042464232866,0.100410046838548,0.580311531797704,0.000946415290309,-0.000832373139159,435456.000000000000000,4912.000000000000000,0.327300481752339,0.011280129335685,0.000017093930731,806400.000000000000000,3616.000000000000000,1008.000000000000000,1008.000000000000000,1.321140965638974,0.666847203863633,385.474213954285005,526.190253584360676,0.499379295421440,1.860913675068046,827.563789016829787,0.682775380858750,"2"
"3538",18.000000000000000,"579",138.000000000000000,132.053540587219345,133.000000000000000,120.000000000000000,133.000000000000000,"1",2.807965758090600,76459.000000000000000,"579",2.126384302612456,7.884671698609320,4634.440277777777737,20.912500000000001,0.622383411661261,1.439983303690076,1.439983303690076,28.000000000000000,"579",104.000000000000000,97.015544041450781,99.000000000000000,76.000000000000000,99.000000000000000,"1",5.451716358354478,56172.000000000000000,"579",5.619425641756110,29.721211251949796,5024.449305555554929,21.907638888888894,0.582558182067532,1.806718925677406,1.806718925677406,38.000000000000000,"579",95.000000000000000,77.502590673575114,79.000000000000000,57.000000000000000,78.000000000000000,"1",5.954084131440582,44874.000000000000000,"579",7.682432393154382,35.451117844272538,5223.346527777777737,22.336805555555557,0.571028454081205,2.021019847867592,2.021019847867592,107.000000000000000,"579",158.000000000000000,73.100172711571673,69.000000000000000,51.000000000000000,69.000000000000000,"1",12.436982326186838,42325.000000000000000,"579",17.013615515327061,154.678529381883777,5152.661805555554565,22.495138888888896,0.581067856102075,2.151610324633149,2.151610324633149,0.656506121158600,"579",0.423423409461975,-0.033509053005990,-0.061224490404129,-0.233082711696625,-0.067567564547062,"1",0.087775542748358,-19.401741690468043,"579",-261.945757561897949,0.007704545904769,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.603855520486832,"579",0.324503302574158,0.144675661515387,0.173652693629265,-0.279352217912674,0.178571432828903,"1",0.084479051441295,83.767208017408848,"579",58.392027073821701,0.007136710132421,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.347707863445498,0.255449928791385,0.204070713248320,0.192478783666157,-0.000088232100215,0.000380942948855,37056.000000000000000,1520.000000000000000,0.348209904255282,0.041018998272884,0.000213086424109,92160.000000000000000,1472.000000000000000,576.000000000000000,576.000000000000000,-1.409375096705361,0.477739032374645,161.293810875465624,300.717248629372591,0.869565647503140,1.974032632943034,123.225389194986633,0.547473730372495,"1"
"3749",26.000000000000000,"2598",164.000000000000000,141.633949191685900,141.000000000000000,138.000000000000000,141.000000000000000,"1",2.150380833398090,367964.999999999941792,"2598",1.518266521318125,4.624137728645866,3419.947160259452630,15.668090492010757,0.618094028984276,1.423095649452445,1.423095649452445,34.000000000000000,"2598",134.000000000000000,106.659353348729795,106.000000000000000,100.000000000000000,106.000000000000000,"1",3.381615094070561,277101.000000000000000,"2598",3.170481526373170,11.435320644445847,3686.890049042873670,16.341718082581870,0.578833794112422,1.807929703695951,1.807929703695951,51.000000000000000,"2598",160.000000000000000,123.932255581216324,124.000000000000000,109.000000000000000,124.000000000000000,"1",4.857383733613932,321976.000000000000000,"2598",3.919386208887927,23.594176735577211,3555.701154880555805,16.120708748615716,0.566107219144214,2.090796208819461,2.090796208819461,103.000000000000000,"2598",241.000000000000000,165.447267128560441,164.000000000000000,138.000000000000000,160.000000000000000,"1",13.454329193448206,429832.000000000000000,"2598",8.132095154520472,181.018974045672650,3166.792596108210546,15.627906976744171,0.556091989799800,2.810745091782572,2.810745091782572,0.304970704019070,"2598",0.352941185235977,0.141951562012270,0.138888895511627,0.047970481216908,0.142857149243355,"1",0.044974249938135,368.790158107876778,"2598",31.682814405555735,0.002022683157498,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.198663711547852,"2598",-0.144032925367355,-0.214595561748151,-0.212121218442917,-0.342696636915207,-0.200000002980232,"1",0.026474644249455,-557.519269421696663,"2598",-12.336995245281830,0.000700906788135,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.263455917857479,0.198399027880981,0.230528671498864,0.307751509204723,0.000264046715316,-0.000399173157362,166272.000000000000000,5264.000000000000000,0.356391956372936,0.031658968437259,0.000077640299053,404544.000000000000000,3040.000000000000000,344.000000000000000,344.000000000000000,-0.139979851470771,0.483630342425696,320.875085580808729,656.128590091806132,0.877060533581495,3.227351951036384,253.413740097402382,0.492954430483626,"7"
"4144",12.000000000000000,"1116",147.000000000000000,137.764336917562730,138.000000000000000,135.000000000000000,138.000000000000000,"1",0.919651234984255,153745.000000000000000,"1116",0.667553922561663,0.845758394008066,2301.516129032258505,10.516897081413211,0.631103238063811,1.232352263478393,1.232352263478393,14.000000000000000,"1116",105.000000000000000,95.998207885304666,96.000000000000000,91.000000000000000,96.000000000000000,"1",1.010259663717739,107134.000000000000000,"1116",1.052373461934583,1.020624588135078,2523.395929339477789,10.948156682027649,0.663759571186544,1.065050002917413,1.065050002917413,27.000000000000000,"1116",98.000000000000000,77.935483870967744,78.000000000000000,71.000000000000000,77.000000000000000,"1",2.050342821320721,86976.000000000000000,"1116",2.630820673052249,4.203905684941414,2615.265360983102255,11.216973886328725,0.619414620603125,1.391946502581029,1.391946502581029,95.000000000000000,"1116",147.000000000000000,68.695340501792117,67.000000000000000,52.000000000000000,67.000000000000000,"1",8.298274485429134,76664.000000000000000,"1116",12.079821462145093,68.861359435524150,2621.932411674346895,11.427803379416279,0.581115604007489,1.856665459221671,1.856665459221671,0.419917017221451,"1116",0.219917014241219,-0.065587645678240,-0.075862072408199,-0.200000002980232,-0.075862072408199,"1",0.043147123132643,-73.195812576916069,"1116",-65.785442801704534,0.001861674234623,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.449425294995308,"1116",0.282758623361588,0.168201033021807,0.177914112806320,-0.166666671633720,0.185185179114342,"2",0.047308649459172,187.712352852337062,"1116",28.126253810247732,0.002238108313651,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.362065155036856,0.252297559723688,0.204826036127910,0.180541565876910,-0.000172374081945,0.000442057316581,71424.000000000000000,1696.000000000000000,0.332666824042462,0.023745519713262,0.000088850442498,166656.000000000000000,1664.000000000000000,496.000000000000000,496.000000000000000,-1.100051932903233,0.578139308433326,172.331095337646587,263.609179690344206,0.672830178873852,1.586513501236511,270.946558400963795,0.621710747695854,"1"
"4313",30.000000000000000,"4494",153.000000000000000,133.709167779261236,134.000000000000000,123.000000000000000,135.000000000000000,"1",3.662688426493465,600889.000000000000000,"4494",2.739294909486051,13.415286509569174,5941.497905252983401,27.040713288215706,0.483018681922093,2.264246343111253,2.264246343111253,58.000000000000000,"4494",132.000000000000000,96.058522474410324,96.000000000000000,74.000000000000000,98.000000000000000,"1",7.209244389777658,431687.000000000058208,"4494",7.505054423149364,51.973204671540621,6458.251477065205108,28.388978407992266,0.466391207610847,2.838169586469193,2.838169586469193,63.000000000000000,"4494",120.000000000000000,75.293724966622165,75.000000000000000,57.000000000000000,77.000000000000000,"1",7.118942468859352,338370.000000000000000,"4494",9.454894776444108,50.679341874929278,6743.016650553227009,28.965087549683098,0.467354872643904,2.786651273208011,2.786651273208011,329.000000000000000,"4494",430.000000000000000,294.358700489541604,298.000000000000000,101.000000000000000,293.000000000000000,"1",42.330400987010322,1322848.000000000000000,"4494",14.380550300232862,1791.862847721084336,4078.658180255665229,25.588247932108739,0.457760263997286,4.405276202560718,4.405276202560718,0.413826704025269,"4494",0.692307710647583,0.588658413298935,0.593908607959747,0.278481006622314,0.600000023841858,"1",0.043719010539151,2645.430909365415573,"4494",7.426889610588098,0.001911351882522,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.465869322419167,"4494",-0.154285714030266,-0.503375899147791,-0.508670508861542,-0.620155036449432,-0.500000000000000,"1",0.045361283046553,-2262.171290770173073,"4494",-9.011413363919246,0.002057645999629,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.223032466722351,0.160229620548840,0.125593072538925,0.491002585400513,0.000981906776891,-0.000839651987520,287616.000000000000000,14192.000000000000000,0.380306448534778,0.049343569203382,0.000092007671400,595776.000000000000000,3104.000000000000000,856.000000000000000,856.000000000000000,1.181295194849312,0.472665251061100,343.487076289187769,509.642267296494538,0.647521776375729,6.615719604351448,564.348796118736459,0.494389438944346,"4"
"4603",35.000000000000000,"8745",163.000000000000000,150.136878216123506,151.000000000000000,128.000000000000000,151.000000000000000,"1",4.650123176846704,1312947.000000000000000,"8745",3.097255805567507,21.623645559846874,2635.330520718950538,12.293475119921405,0.499656256665559,2.186747082734104,2.186747082734104,51.000000000000000,"8745",132.000000000000000,116.778502001143508,117.000000000000000,81.000000000000000,117.000000000000000,"1",6.267846965126834,1021228.000000000000000,"8745",5.367295227905440,39.285905578249661,2852.085303126625604,12.840663468762642,0.492598881659732,2.362077230814359,2.362077230814359,92.000000000000000,"8745",156.000000000000000,122.938936535162966,125.000000000000000,64.000000000000000,127.000000000000000,"1",14.506834178757128,1075101.000000000000000,"8745",11.800032266106262,210.448237889955976,2822.044500953591978,13.016702305958505,0.472940988806519,3.111398257720514,3.111398257720514,244.000000000000000,"8745",372.000000000000000,262.539851343624946,259.000000000000000,128.000000000000000,247.000000000000000,"1",28.622040835964128,2295911.000000000000000,"8745",10.901979524054124,819.221221615598097,2142.929723169393583,12.112870600473929,0.468478255902869,3.797118257942195,3.797118257942195,0.435001358389854,"8745",0.617391288280487,0.360325130525489,0.350649356842041,0.182389929890633,0.333333343267441,"1",0.074153999295756,3151.043266445398331,"8745",20.579746738067165,0.005498815611555,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.391748413443565,"8745",-0.167999997735023,-0.381206224730112,-0.376344084739685,-0.559748411178589,-0.333333343267441,"1",0.048872744002074,-3333.648435264825821,"8745",-12.820552454691825,0.002388545106292,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.230139524728421,0.179005646503138,0.188448759298776,0.402438077362417,0.000552329682568,-0.000584337575320,559680.000000000000000,10336.000000000000000,0.349199247804619,0.018467695826186,0.000024685550631,1107392.000000000000000,4224.000000000000000,968.000000000000000,968.000000000000000,0.448671583900293,0.446326424029101,440.183207956879130,690.444031077279988,0.626291517057629,3.454002244312590,810.608789139283886,0.517693142780022,"6"
"4720",15.000000000000000,"74",141.000000000000000,132.878378378378386,133.000000000000000,126.000000000000000,133.000000000000000,"1",2.488068529111187,9833.000000000000000,"74",1.872440467346973,6.190485005553508,11938.337278106508165,53.911242603550299,0.520810910083000,1.754188368220755,1.754188368220755,21.000000000000000,"74",105.000000000000000,98.635135135135130,99.000000000000000,84.000000000000000,99.000000000000000,"2",3.482143586081868,7299.000000000000000,"74",3.530327789698017,12.125323954091092,12858.639053254437385,55.988165680473379,0.513567200289566,1.810499561324316,1.810499561324316,25.000000000000000,"74",90.000000000000000,81.216216216216210,82.500000000000000,65.000000000000000,83.000000000000000,"1",4.769395212428534,6010.000000000000000,"74",5.872466650910340,22.747130692336206,13342.964497041421055,57.118343195266270,0.476873152862930,2.244609774715996,2.244609774715996,55.000000000000000,"74",107.000000000000000,75.445945945945951,72.000000000000000,52.000000000000000,72.000000000000000,"1",12.628671327732285,5583.000000000000000,"74",16.738701025473560,159.483339503887493,13512.023668639054449,57.940828402366868,0.463997394558943,2.640559266576495,2.640559266576495,0.337804272770882,"74",0.125683054327965,-0.042036315558378,-0.055385790765285,-0.212121218442917,-0.084967322647572,"5",0.079070138568865,-3.110687351319939,"74",-188.099593217339304,0.006252086813300,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.350093238055706,"74",0.311258286237717,0.138335309582888,0.152941182255745,-0.038834951817989,0.176470592617989,"1",0.077418749419931,10.236812909133732,"74",55.964561508818989,0.005993662761746,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.342230155785560,0.254036195167172,0.209173521435087,0.194312108181713,-0.000108265129344,0.000356284559813,4736.000000000000000,416.000000000000000,0.356299314047665,0.087837837837838,0.001276367655126,10816.000000000000000,416.000000000000000,104.000000000000000,104.000000000000000,0.887317996058684,0.559560409482450,41.877999657384677,71.203942733710548,0.702659726508053,1.511219303669651,66.513170734263355,0.606826241131329,"1"
